"country_region","semana","casos_semana","crescimento_pct_wow"
"Saint Vincent and the Grenadines","2020-05-18","1",NULL
"Saint Vincent and the Grenadines","2020-05-25","8","700.00"
"Saint Vincent and the Grenadines","2020-06-01","1","-87.50"
"Saint Vincent and the Grenadines","2020-06-08","0","-100.00"
"Saint Vincent and the Grenadines","2020-06-15","2",NULL
"Saint Vincent and the Grenadines","2020-06-22","0","-100.00"
"Saint Vincent and the Grenadines","2020-06-29","0",NULL
"Saint Vincent and the Grenadines","2020-07-06","6",NULL
"Saint Vincent and the Grenadines","2020-07-13","9","50.00"
"Saint Vincent and the Grenadines","2020-07-20","8","-11.11"
"Saint Vincent and the Grenadines","2020-07-27","0","-100.00"
"San Marino","2020-01-20","0",NULL
"San Marino","2020-01-27","0",NULL
"San Marino","2020-02-03","0",NULL
"San Marino","2020-02-10","0",NULL
"San Marino","2020-02-17","0",NULL
"San Marino","2020-02-24","1",NULL
"San Marino","2020-03-02","35","3400.00"
"San Marino","2020-03-09","65","85.71"
"San Marino","2020-03-16","74","13.85"
"San Marino","2020-03-23","49","-33.78"
"San Marino","2020-03-30","42","-14.29"
"San Marino","2020-04-06","90","114.29"
"San Marino","2020-04-13","105","16.67"
"San Marino","2020-04-20","77","-26.67"
"San Marino","2020-04-27","44","-42.86"
"San Marino","2020-05-04","55","25.00"
"San Marino","2020-05-11","26","-52.73"
"San Marino","2020-05-18","11","-57.69"
"San Marino","2020-05-25","6","-45.45"
"San Marino","2020-06-01","9","50.00"
"San Marino","2020-06-08","14","55.56"
"San Marino","2020-06-15","2","-85.71"
"San Marino","2020-06-22","2","0.00"
"San Marino","2020-06-29","0","-100.00"
"San Marino","2020-07-06","1",NULL
"San Marino","2020-07-13","0","-100.00"
"San Marino","2020-07-20","0",NULL
"San Marino","2020-07-27","0",NULL
"Sao Tome and Principe","2020-01-20","0",NULL
"Sao Tome and Principe","2020-01-27","0",NULL
"Sao Tome and Principe","2020-02-03","0",NULL
"Sao Tome and Principe","2020-02-10","0",NULL
"Sao Tome and Principe","2020-02-17","0",NULL
"Sao Tome and Principe","2020-02-24","0",NULL
"Sao Tome and Principe","2020-03-02","0",NULL
"Sao Tome and Principe","2020-03-09","0",NULL
"Sao Tome and Principe","2020-03-16","0",NULL
"Sao Tome and Principe","2020-03-23","0",NULL
"Sao Tome and Principe","2020-03-30","0",NULL
"Sao Tome and Principe","2020-04-06","4",NULL
"Sao Tome and Principe","2020-04-13","0","-100.00"
"Sao Tome and Principe","2020-04-20","0",NULL
"Sao Tome and Principe","2020-04-27","12",NULL
"Sao Tome and Principe","2020-05-04","192","1500.00"
"Sao Tome and Principe","2020-05-11","27","-85.94"
"Sao Tome and Principe","2020-05-18","16","-40.74"
"Sao Tome and Principe","2020-05-25","232","1350.00"
"Sao Tome and Principe","2020-06-01","30","-87.07"
"Sao Tome and Principe","2020-06-08","148","393.33"
"Sao Tome and Principe","2020-06-15","37","-75.00"
"Sao Tome and Principe","2020-06-22","15","-59.46"
"Sao Tome and Principe","2020-06-29","7","-53.33"
"Sao Tome and Principe","2020-07-06","9","28.57"
"Sao Tome and Principe","2020-07-13","17","88.89"
"Sao Tome and Principe","2020-07-20","117","588.24"
"Sao Tome and Principe","2020-07-27","2","-98.29"
"Saudi Arabia","2020-01-20","0",NULL
"Saudi Arabia","2020-01-27","0",NULL
"Saudi Arabia","2020-02-03","0",NULL
"Saudi Arabia","2020-02-10","0",NULL
"Saudi Arabia","2020-02-17","0",NULL
"Saudi Arabia","2020-02-24","0",NULL
"Saudi Arabia","2020-03-02","11",NULL
"Saudi Arabia","2020-03-09","92","736.36"
"Saudi Arabia","2020-03-16","408","343.48"
"Saudi Arabia","2020-03-23","788","93.14"
"Saudi Arabia","2020-03-30","1103","39.97"
"Saudi Arabia","2020-04-06","2060","86.76"
"Saudi Arabia","2020-04-13","4900","137.86"
"Saudi Arabia","2020-04-20","8160","66.53"
"Saudi Arabia","2020-04-27","9489","16.29"
"Saudi Arabia","2020-05-04","12037","26.85"
"Saudi Arabia","2020-05-11","15704","30.46"
"Saudi Arabia","2020-05-18","17808","13.40"
"Saudi Arabia","2020-05-25","12701","-28.68"
"Saudi Arabia","2020-06-01","16653","31.12"
"Saudi Arabia","2020-06-08","25627","53.89"
"Saudi Arabia","2020-06-15","30071","17.34"
"Saudi Arabia","2020-06-22","24881","-17.26"
"Saudi Arabia","2020-06-29","27016","8.58"
"Saudi Arabia","2020-07-06","22750","-15.79"
"Saudi Arabia","2020-07-13","18661","-17.97"
"Saudi Arabia","2020-07-20","16021","-14.15"
"Saudi Arabia","2020-07-27","1993","-87.56"
"Senegal","2020-01-20","0",NULL
"Senegal","2020-01-27","0",NULL
"Senegal","2020-02-03","0",NULL
"Senegal","2020-02-10","0",NULL
"Senegal","2020-02-17","0",NULL
"Senegal","2020-02-24","0",NULL
"Senegal","2020-03-02","4",NULL
"Senegal","2020-03-09","20","400.00"
"Senegal","2020-03-16","43","115.00"
"Senegal","2020-03-23","75","74.42"
"Senegal","2020-03-30","80","6.67"
"Senegal","2020-04-06","58","-27.50"
"Senegal","2020-04-13","87","50.00"
"Senegal","2020-04-20","304","249.43"
"Senegal","2020-04-27","511","68.09"
"Senegal","2020-05-04","527","3.13"
"Senegal","2020-05-11","771","46.30"
"Senegal","2020-05-18","567","-26.46"
"Senegal","2020-05-25","598","5.47"
"Senegal","2020-06-01","683","14.21"
"Senegal","2020-06-08","762","11.57"
"Senegal","2020-06-15","798","4.72"
"Senegal","2020-06-22","698","-12.53"
"Senegal","2020-06-29","814","16.62"
"Senegal","2020-07-06","735","-9.71"
"Senegal","2020-07-13","675","-8.16"
"Senegal","2020-07-20","871","29.04"
"Senegal","2020-07-27","83","-90.47"
"Serbia","2020-01-20","0",NULL
"Serbia","2020-01-27","0",NULL
"Serbia","2020-02-03","0",NULL
"Serbia","2020-02-10","0",NULL
"Serbia","2020-02-17","0",NULL
"Serbia","2020-02-24","0",NULL
"Serbia","2020-03-02","1",NULL
"Serbia","2020-03-09","47","4600.00"
"Serbia","2020-03-16","174","270.21"
"Serbia","2020-03-23","519","198.28"
"Serbia","2020-03-30","1167","124.86"
"Serbia","2020-04-06","1722","47.56"
"Serbia","2020-04-13","2688","56.10"
"Serbia","2020-04-20","1724","-35.86"
"Serbia","2020-04-27","1422","-17.52"
"Serbia","2020-05-04","568","-60.06"
"Serbia","2020-05-11","578","1.76"
"Serbia","2020-05-18","549","-5.02"
"Serbia","2020-05-25","253","-53.92"
"Serbia","2020-06-01","411","62.45"
"Serbia","2020-06-08","487","18.49"
"Serbia","2020-06-15","584","19.92"
"Serbia","2020-06-22","1152","97.26"
"Serbia","2020-06-29","2085","80.99"
"Serbia","2020-07-06","2229","6.91"
"Serbia","2020-07-13","2534","13.68"
"Serbia","2020-07-20","2836","11.92"
"Serbia","2020-07-27","411","-85.51"
"Seychelles","2020-01-20","0",NULL
"Seychelles","2020-01-27","0",NULL
"Seychelles","2020-02-03","0",NULL
"Seychelles","2020-02-10","0",NULL
"Seychelles","2020-02-17","0",NULL
"Seychelles","2020-02-24","0",NULL
"Seychelles","2020-03-02","0",NULL
"Seychelles","2020-03-09","2",NULL
"Seychelles","2020-03-16","5","150.00"
"Seychelles","2020-03-23","1","-80.00"
"Seychelles","2020-03-30","2","100.00"
"Seychelles","2020-04-06","1","-50.00"
"Seychelles","2020-04-13","0","-100.00"
"Seychelles","2020-04-20","0",NULL
"Seychelles","2020-04-27","0",NULL
"Seychelles","2020-05-04","0",NULL
"Seychelles","2020-05-11","0",NULL
"Seychelles","2020-05-18","0",NULL
"Seychelles","2020-05-25","0",NULL
"Seychelles","2020-06-01","0",NULL
"Seychelles","2020-06-08","0",NULL
"Seychelles","2020-06-15","0",NULL
"Seychelles","2020-06-22","59",NULL
"Seychelles","2020-06-29","11","-81.36"
"Seychelles","2020-07-06","19","72.73"
"Seychelles","2020-07-13","8","-57.89"
"Seychelles","2020-07-20","6","-25.00"
"Seychelles","2020-07-27","0","-100.00"
"Sierra Leone","2020-01-20","0",NULL
"Sierra Leone","2020-01-27","0",NULL
"Sierra Leone","2020-02-03","0",NULL
"Sierra Leone","2020-02-10","0",NULL
"Sierra Leone","2020-02-17","0",NULL
"Sierra Leone","2020-02-24","0",NULL
"Sierra Leone","2020-03-02","0",NULL
"Sierra Leone","2020-03-09","0",NULL
"Sierra Leone","2020-03-16","0",NULL
"Sierra Leone","2020-03-23","0",NULL
"Sierra Leone","2020-03-30","6",NULL
"Sierra Leone","2020-04-06","4","-33.33"
"Sierra Leone","2020-04-13","25","525.00"
"Sierra Leone","2020-04-20","58","132.00"
"Sierra Leone","2020-04-27","73","25.86"
"Sierra Leone","2020-05-04","141","93.15"
"Sierra Leone","2020-05-11","198","40.43"
"Sierra Leone","2020-05-18","202","2.02"
"Sierra Leone","2020-05-25","154","-23.76"
"Sierra Leone","2020-06-01","108","-29.87"
"Sierra Leone","2020-06-08","200","85.19"
"Sierra Leone","2020-06-15","158","-21.00"
"Sierra Leone","2020-06-22","100","-36.71"
"Sierra Leone","2020-06-29","115","15.00"
"Sierra Leone","2020-07-06","93","-19.13"
"Sierra Leone","2020-07-13","76","-18.28"
"Sierra Leone","2020-07-20","72","-5.26"
"Sierra Leone","2020-07-27","0","-100.00"
"Singapore","2020-01-20","4",NULL
"Singapore","2020-01-27","14","250.00"
"Singapore","2020-02-03","22","57.14"
"Singapore","2020-02-10","35","59.09"
"Singapore","2020-02-17","14","-60.00"
"Singapore","2020-02-24","17","21.43"
"Singapore","2020-03-02","44","158.82"
"Singapore","2020-03-09","76","72.73"
"Singapore","2020-03-16","229","201.32"
"Singapore","2020-03-23","389","69.87"
"Singapore","2020-03-30","465","19.54"
"Singapore","2020-04-06","1223","163.01"
"Singapore","2020-04-13","4056","231.64"
"Singapore","2020-04-20","7036","73.47"
"Singapore","2020-04-27","4581","-34.89"
"Singapore","2020-05-04","5131","12.01"
"Singapore","2020-05-11","4702","-8.36"
"Singapore","2020-05-18","3578","-23.90"
"Singapore","2020-05-25","3268","-8.66"
"Singapore","2020-06-01","3026","-7.41"
"Singapore","2020-06-08","2694","-10.97"
"Singapore","2020-06-15","1491","-44.65"
"Singapore","2020-06-22","1364","-8.52"
"Singapore","2020-06-29","1341","-1.69"
"Singapore","2020-07-06","1161","-13.42"
"Singapore","2020-07-13","1951","68.04"
"Singapore","2020-07-20","2457","25.94"
"Singapore","2020-07-27","469","-80.91"
"Slovakia","2020-01-20","0",NULL
"Slovakia","2020-01-27","0",NULL
"Slovakia","2020-02-03","0",NULL
"Slovakia","2020-02-10","0",NULL
"Slovakia","2020-02-17","0",NULL
"Slovakia","2020-02-24","0",NULL
"Slovakia","2020-03-02","3",NULL
"Slovakia","2020-03-09","51","1600.00"
"Slovakia","2020-03-16","131","156.86"
"Slovakia","2020-03-23","129","-1.53"
"Slovakia","2020-03-30","171","32.56"
"Slovakia","2020-04-06","257","50.29"
"Slovakia","2020-04-13","419","63.04"
"Slovakia","2020-04-20","218","-47.97"
"Slovakia","2020-04-27","29","-86.70"
"Slovakia","2020-05-04","49","68.97"
"Slovakia","2020-05-11","37","-24.49"
"Slovakia","2020-05-18","15","-59.46"
"Slovakia","2020-05-25","12","-20.00"
"Slovakia","2020-06-01","7","-41.67"
"Slovakia","2020-06-08","20","185.71"
"Slovakia","2020-06-15","39","95.00"
"Slovakia","2020-06-22","77","97.44"
"Slovakia","2020-06-29","100","29.87"
"Slovakia","2020-07-06","137","37.00"
"Slovakia","2020-07-13","78","-43.07"
"Slovakia","2020-07-20","200","156.41"
"Slovakia","2020-07-27","2","-99.00"
"Slovenia","2020-01-20","0",NULL
"Slovenia","2020-01-27","0",NULL
"Slovenia","2020-02-03","0",NULL
"Slovenia","2020-02-10","0",NULL
"Slovenia","2020-02-17","0",NULL
"Slovenia","2020-02-24","0",NULL
"Slovenia","2020-03-02","16",NULL
"Slovenia","2020-03-09","203","1168.75"
"Slovenia","2020-03-16","195","-3.94"
"Slovenia","2020-03-23","316","62.05"
"Slovenia","2020-03-30","267","-15.51"
"Slovenia","2020-04-06","208","-22.10"
"Slovenia","2020-04-13","125","-39.90"
"Slovenia","2020-04-20","66","-47.20"
"Slovenia","2020-04-27","43","-34.85"
"Slovenia","2020-05-04","18","-58.14"
"Slovenia","2020-05-11","9","-50.00"
"Slovenia","2020-05-18","2","-77.78"
"Slovenia","2020-05-25","5","150.00"
"Slovenia","2020-06-01","12","140.00"
"Slovenia","2020-06-08","10","-16.67"
"Slovenia","2020-06-15","25","150.00"
"Slovenia","2020-06-22","61","144.00"
"Slovenia","2020-06-29","119","95.08"
"Slovenia","2020-07-06","141","18.49"
"Slovenia","2020-07-13","105","-25.53"
"Slovenia","2020-07-20","136","29.52"
"Slovenia","2020-07-27","5","-96.32"
"Somalia","2020-01-20","0",NULL
"Somalia","2020-01-27","0",NULL
"Somalia","2020-02-03","0",NULL
"Somalia","2020-02-10","0",NULL
"Somalia","2020-02-17","0",NULL
"Somalia","2020-02-24","0",NULL
"Somalia","2020-03-02","0",NULL
"Somalia","2020-03-09","0",NULL
"Somalia","2020-03-16","1",NULL
"Somalia","2020-03-23","2","100.00"
"Somalia","2020-03-30","4","100.00"
"Somalia","2020-04-06","18","350.00"
"Somalia","2020-04-13","139","672.22"
"Somalia","2020-04-20","272","95.68"
"Somalia","2020-04-27","286","5.15"
"Somalia","2020-05-04","332","16.08"
"Somalia","2020-05-11","367","10.54"
"Somalia","2020-05-18","173","-52.86"
"Somalia","2020-05-25","382","120.81"
"Somalia","2020-06-01","358","-6.28"
"Somalia","2020-06-08","284","-20.67"
"Somalia","2020-06-15","161","-43.31"
"Somalia","2020-06-22","115","-28.57"
"Somalia","2020-06-29","103","-10.43"
"Somalia","2020-07-06","62","-39.81"
"Somalia","2020-07-13","60","-3.23"
"Somalia","2020-07-20","59","-1.67"
"Somalia","2020-07-27","18","-69.49"
"South Africa","2020-01-20","0",NULL
"South Africa","2020-01-27","0",NULL
"South Africa","2020-02-03","0",NULL
"South Africa","2020-02-10","0",NULL
"South Africa","2020-02-17","0",NULL
"South Africa","2020-02-24","0",NULL
"South Africa","2020-03-02","3",NULL
"South Africa","2020-03-09","48","1500.00"
"South Africa","2020-03-16","223","364.58"
"South Africa","2020-03-23","1006","351.12"
"South Africa","2020-03-30","375","-62.72"
"South Africa","2020-04-06","518","38.13"
"South Africa","2020-04-13","985","90.15"
"South Africa","2020-04-20","1388","40.91"
"South Africa","2020-04-27","2237","61.17"
"South Africa","2020-05-04","3232","44.48"
"South Africa","2020-05-11","5500","70.17"
"South Africa","2020-05-18","7068","28.51"
"South Africa","2020-05-25","10100","42.90"
"South Africa","2020-06-01","15602","54.48"
"South Africa","2020-06-08","21753","39.42"
"South Africa","2020-06-15","27264","25.33"
"South Africa","2020-06-22","40832","49.77"
"South Africa","2020-06-29","58616","43.55"
"South Africa","2020-07-06","79492","35.61"
"South Africa","2020-07-13","88086","10.81"
"South Africa","2020-07-20","81105","-7.93"
"South Africa","2020-07-27","7096","-91.25"
"South Korea","2020-01-20","2",NULL
"South Korea","2020-01-27","12","500.00"
"South Korea","2020-02-03","10","-16.67"
"South Korea","2020-02-10","4","-60.00"
"South Korea","2020-02-17","573","14225.00"
"South Korea","2020-02-24","3134","446.95"
"South Korea","2020-03-02","3578","14.17"
"South Korea","2020-03-09","848","-76.30"
"South Korea","2020-03-16","799","-5.78"
"South Korea","2020-03-23","622","-22.15"
"South Korea","2020-03-30","654","5.14"
"South Korea","2020-04-06","275","-57.95"
"South Korea","2020-04-13","149","-45.82"
"South Korea","2020-04-20","77","-48.32"
"South Korea","2020-04-27","63","-18.18"
"South Korea","2020-05-04","108","71.43"
"South Korea","2020-05-11","156","44.44"
"South Korea","2020-05-18","141","-9.62"
"South Korea","2020-05-25","297","110.64"
"South Korea","2020-06-01","311","4.71"
"South Korea","2020-06-08","307","-1.29"
"South Korea","2020-06-15","317","3.26"
"South Korea","2020-06-22","319","0.63"
"South Korea","2020-06-29","380","19.12"
"South Korea","2020-07-06","342","-10.00"
"South Korea","2020-07-13","292","-14.62"
"South Korea","2020-07-20","404","38.36"
"South Korea","2020-07-27","28","-93.07"
"South Sudan","2020-01-20","0",NULL
"South Sudan","2020-01-27","0",NULL
"South Sudan","2020-02-03","0",NULL
"South Sudan","2020-02-10","0",NULL
"South Sudan","2020-02-17","0",NULL
"South Sudan","2020-02-24","0",NULL
"South Sudan","2020-03-02","0",NULL
"South Sudan","2020-03-09","0",NULL
"South Sudan","2020-03-16","0",NULL
"South Sudan","2020-03-23","0",NULL
"South Sudan","2020-03-30","1",NULL
"South Sudan","2020-04-06","3","200.00"
"South Sudan","2020-04-13","0","-100.00"
"South Sudan","2020-04-20","2",NULL
"South Sudan","2020-04-27","40","1900.00"
"South Sudan","2020-05-04","74","85.00"
"South Sudan","2020-05-11","170","129.73"
"South Sudan","2020-05-18","365","114.71"
"South Sudan","2020-05-25","339","-7.12"
"South Sudan","2020-06-01","323","-4.72"
"South Sudan","2020-06-08","376","16.41"
"South Sudan","2020-06-15","199","-47.07"
"South Sudan","2020-06-22","97","-51.26"
"South Sudan","2020-06-29","32","-67.01"
"South Sudan","2020-07-06","0","-100.00"
"South Sudan","2020-07-13","179",NULL
"South Sudan","2020-07-20","62","-65.36"
"South Sudan","2020-07-27","43","-30.65"
"Spain","2020-01-20","0",NULL
"Spain","2020-01-27","1",NULL
"Spain","2020-02-03","1","0.00"
"Spain","2020-02-10","0","-100.00"
"Spain","2020-02-17","0",NULL
"Spain","2020-02-24","82",NULL
"Spain","2020-03-02","589","618.29"
"Spain","2020-03-09","7125","1109.68"
"Spain","2020-03-16","20970","194.32"
"Spain","2020-03-23","51342","144.84"
"Spain","2020-03-30","51536","0.38"
"Spain","2020-04-06","35185","-31.73"
"Spain","2020-04-13","31843","-9.50"
"Spain","2020-04-20","18994","-40.35"
"Spain","2020-04-27","9832","-48.24"
"Spain","2020-05-04","6884","-29.98"
"Spain","2020-05-11","6348","-7.79"
"Spain","2020-05-18","5074","-20.07"
"Spain","2020-05-25","4079","-19.61"
"Spain","2020-06-01","2071","-49.23"
"Spain","2020-06-08","2378","14.82"
"Spain","2020-06-15","2344","-1.43"
"Spain","2020-06-22","2498","6.57"
"Spain","2020-06-29","1775","-28.94"
"Spain","2020-07-06","3363","89.46"
"Spain","2020-07-13","6347","88.73"
"Spain","2020-07-20","12166","91.68"
"Spain","2020-07-27","0","-100.00"
"Sri Lanka","2020-01-20","0",NULL
"Sri Lanka","2020-01-27","1",NULL
"Sri Lanka","2020-02-03","0","-100.00"
"Sri Lanka","2020-02-10","0",NULL
"Sri Lanka","2020-02-17","0",NULL
"Sri Lanka","2020-02-24","0",NULL
"Sri Lanka","2020-03-02","0",NULL
"Sri Lanka","2020-03-09","17",NULL
"Sri Lanka","2020-03-16","64","276.47"
"Sri Lanka","2020-03-23","35","-45.31"
"Sri Lanka","2020-03-30","59","68.57"
"Sri Lanka","2020-04-06","34","-42.37"
"Sri Lanka","2020-04-13","61","79.41"
"Sri Lanka","2020-04-20","252","313.11"
"Sri Lanka","2020-04-27","195","-22.62"
"Sri Lanka","2020-05-04","145","-25.64"
"Sri Lanka","2020-05-11","118","-18.62"
"Sri Lanka","2020-05-18","160","35.59"
"Sri Lanka","2020-05-25","492","207.50"
"Sri Lanka","2020-06-01","202","-58.94"
"Sri Lanka","2020-06-08","54","-73.27"
"Sri Lanka","2020-06-15","61","12.96"
"Sri Lanka","2020-06-22","87","42.62"
"Sri Lanka","2020-06-29","39","-55.17"
"Sri Lanka","2020-07-06","541","1287.18"
"Sri Lanka","2020-07-13","107","-80.22"
"Sri Lanka","2020-07-20","58","-45.79"
"Sri Lanka","2020-07-27","23","-60.34"
"Sudan","2020-01-20","0",NULL
"Sudan","2020-01-27","0",NULL
"Sudan","2020-02-03","0",NULL
"Sudan","2020-02-10","0",NULL
"Sudan","2020-02-17","0",NULL
"Sudan","2020-02-24","0",NULL
"Sudan","2020-03-02","0",NULL
"Sudan","2020-03-09","1",NULL
"Sudan","2020-03-16","1","0.00"
"Sudan","2020-03-23","4","300.00"
"Sudan","2020-03-30","6","50.00"
"Sudan","2020-04-06","7","16.67"
"Sudan","2020-04-13","47","571.43"
"Sudan","2020-04-20","171","263.83"
"Sudan","2020-04-27","355","107.60"
"Sudan","2020-05-04","773","117.75"
"Sudan","2020-05-11","924","19.53"
"Sudan","2020-05-18","1531","65.69"
"Sudan","2020-05-25","1206","-21.23"
"Sudan","2020-06-01","1055","-12.52"
"Sudan","2020-06-08","1139","7.96"
"Sudan","2020-06-15","1360","19.40"
"Sudan","2020-06-22","677","-50.22"
"Sudan","2020-06-29","510","-24.67"
"Sudan","2020-07-06","483","-5.29"
"Sudan","2020-07-13","742","53.62"
"Sudan","2020-07-20","393","-47.04"
"Sudan","2020-07-27","39","-90.08"
"Suriname","2020-01-20","0",NULL
"Suriname","2020-01-27","0",NULL
"Suriname","2020-02-03","0",NULL
"Suriname","2020-02-10","0",NULL
"Suriname","2020-02-17","0",NULL
"Suriname","2020-02-24","0",NULL
"Suriname","2020-03-02","0",NULL
"Suriname","2020-03-09","1",NULL
"Suriname","2020-03-16","4","300.00"
"Suriname","2020-03-23","3","-25.00"
"Suriname","2020-03-30","2","-33.33"
"Suriname","2020-04-06","0","-100.00"
"Suriname","2020-04-13","0",NULL
"Suriname","2020-04-20","0",NULL
"Suriname","2020-04-27","0",NULL
"Suriname","2020-05-04","0",NULL
"Suriname","2020-05-11","0",NULL
"Suriname","2020-05-18","1",NULL
"Suriname","2020-05-25","12","1100.00"
"Suriname","2020-06-01","99","725.00"
"Suriname","2020-06-08","86","-13.13"
"Suriname","2020-06-15","106","23.26"
"Suriname","2020-06-22","176","66.04"
"Suriname","2020-06-29","104","-40.91"
"Suriname","2020-07-06","147","41.35"
"Suriname","2020-07-13","288","95.92"
"Suriname","2020-07-20","410","42.36"
"Suriname","2020-07-27","44","-89.27"
"Sweden","2020-01-20","0",NULL
"Sweden","2020-01-27","1",NULL
"Sweden","2020-02-03","0","-100.00"
"Sweden","2020-02-10","0",NULL
"Sweden","2020-02-17","0",NULL
"Sweden","2020-02-24","13",NULL
"Sweden","2020-03-02","189","1353.85"
"Sweden","2020-03-09","819","333.33"
"Sweden","2020-03-16","912","11.36"
"Sweden","2020-03-23","1766","93.64"
"Sweden","2020-03-30","3130","77.24"
"Sweden","2020-04-06","3653","16.71"
"Sweden","2020-04-13","3902","6.82"
"Sweden","2020-04-20","4255","9.05"
"Sweden","2020-04-27","3677","-13.58"
"Sweden","2020-05-04","4005","8.92"
"Sweden","2020-05-11","3821","-4.59"
"Sweden","2020-05-18","3316","-13.22"
"Sweden","2020-05-25","4083","23.13"
"Sweden","2020-06-01","7188","76.05"
"Sweden","2020-06-08","6884","-4.23"
"Sweden","2020-06-15","7234","5.08"
"Sweden","2020-06-22","6289","-13.06"
"Sweden","2020-06-29","6282","-0.11"
"Sweden","2020-07-06","3479","-44.62"
"Sweden","2020-07-13","2383","-31.50"
"Sweden","2020-07-20","1716","-27.99"
"Sweden","2020-07-27","398","-76.81"
"Switzerland","2020-01-20","0",NULL
"Switzerland","2020-01-27","0",NULL
"Switzerland","2020-02-03","0",NULL
"Switzerland","2020-02-10","0",NULL
"Switzerland","2020-02-17","0",NULL
"Switzerland","2020-02-24","27",NULL
"Switzerland","2020-03-02","310","1048.15"
"Switzerland","2020-03-09","1863","500.97"
"Switzerland","2020-03-16","5274","183.09"
"Switzerland","2020-03-23","7355","39.46"
"Switzerland","2020-03-30","6271","-14.74"
"Switzerland","2020-04-06","4315","-31.19"
"Switzerland","2020-04-13","2325","-46.12"
"Switzerland","2020-04-20","1321","-43.18"
"Switzerland","2020-04-27","844","-36.11"
"Switzerland","2020-05-04","400","-52.61"
"Switzerland","2020-05-11","282","-29.50"
"Switzerland","2020-05-18","149","-47.16"
"Switzerland","2020-05-25","126","-15.44"
"Switzerland","2020-06-01","103","-18.25"
"Switzerland","2020-06-08","152","47.57"
"Switzerland","2020-06-15","175","15.13"
"Switzerland","2020-06-22","325","85.71"
"Switzerland","2020-06-29","651","100.31"
"Switzerland","2020-07-06","615","-5.53"
"Switzerland","2020-07-13","708","15.12"
"Switzerland","2020-07-20","821","15.96"
"Switzerland","2020-07-27","65","-92.08"
"Syria","2020-01-20","0",NULL
"Syria","2020-01-27","0",NULL
"Syria","2020-02-03","0",NULL
"Syria","2020-02-10","0",NULL
"Syria","2020-02-17","0",NULL
"Syria","2020-02-24","0",NULL
"Syria","2020-03-02","0",NULL
"Syria","2020-03-09","0",NULL
"Syria","2020-03-16","1",NULL
"Syria","2020-03-23","8","700.00"
"Syria","2020-03-30","10","25.00"
"Syria","2020-04-06","6","-40.00"
"Syria","2020-04-13","14","133.33"
"Syria","2020-04-20","4","-71.43"
"Syria","2020-04-27","1","-75.00"
"Syria","2020-05-04","3","200.00"
"Syria","2020-05-11","11","266.67"
"Syria","2020-05-18","28","154.55"
"Syria","2020-05-25","36","28.57"
"Syria","2020-06-01","19","-47.22"
"Syria","2020-06-08","36","89.47"
"Syria","2020-06-15","27","-25.00"
"Syria","2020-06-22","52","92.59"
"Syria","2020-06-29","102","96.15"
"Syria","2020-07-06","36","-64.71"
"Syria","2020-07-13","102","183.33"
"Syria","2020-07-20","154","50.98"
"Syria","2020-07-27","24","-84.42"
"Taiwan*","2020-01-20","3",NULL
"Taiwan*","2020-01-27","6","100.00"
"Taiwan*","2020-02-03","8","33.33"
"Taiwan*","2020-02-10","2","-75.00"
"Taiwan*","2020-02-17","8","300.00"
"Taiwan*","2020-02-24","12","50.00"
"Taiwan*","2020-03-02","5","-58.33"
"Taiwan*","2020-03-09","14","180.00"
"Taiwan*","2020-03-16","110","685.71"
"Taiwan*","2020-03-23","129","17.27"
"Taiwan*","2020-03-30","65","-49.61"
"Taiwan*","2020-04-06","25","-61.54"
"Taiwan*","2020-04-13","32","28.00"
"Taiwan*","2020-04-20","9","-71.88"
"Taiwan*","2020-04-27","7","-22.22"
"Taiwan*","2020-05-04","4","-42.86"
"Taiwan*","2020-05-11","0","-100.00"
"Taiwan*","2020-05-18","1",NULL
"Taiwan*","2020-05-25","1","0.00"
"Taiwan*","2020-06-01","1","0.00"
"Taiwan*","2020-06-08","0","-100.00"
"Taiwan*","2020-06-15","3",NULL
"Taiwan*","2020-06-22","1","-66.67"
"Taiwan*","2020-06-29","2","100.00"
"Taiwan*","2020-07-06","2","0.00"
"Taiwan*","2020-07-13","0","-100.00"
"Taiwan*","2020-07-20","7",NULL
"Taiwan*","2020-07-27","4","-42.86"
"Tajikistan","2020-01-20","0",NULL
"Tajikistan","2020-01-27","0",NULL
"Tajikistan","2020-02-03","0",NULL
"Tajikistan","2020-02-10","0",NULL
"Tajikistan","2020-02-17","0",NULL
"Tajikistan","2020-02-24","0",NULL
"Tajikistan","2020-03-02","0",NULL
"Tajikistan","2020-03-09","0",NULL
"Tajikistan","2020-03-16","0",NULL
"Tajikistan","2020-03-23","0",NULL
"Tajikistan","2020-03-30","0",NULL
"Tajikistan","2020-04-06","0",NULL
"Tajikistan","2020-04-13","0",NULL
"Tajikistan","2020-04-20","0",NULL
"Tajikistan","2020-04-27","128",NULL
"Tajikistan","2020-05-04","484","278.13"
"Tajikistan","2020-05-11","912","88.43"
"Tajikistan","2020-05-18","1405","54.06"
"Tajikistan","2020-05-25","1001","-28.75"
"Tajikistan","2020-06-01","599","-40.16"
"Tajikistan","2020-06-08","506","-15.53"
"Tajikistan","2020-06-15","422","-16.60"
"Tajikistan","2020-06-22","392","-7.11"
"Tajikistan","2020-06-29","364","-7.14"
"Tajikistan","2020-07-06","339","-6.87"
"Tajikistan","2020-07-13","326","-3.83"
